2005,1,4,17:00,-1.9
2005,1,4,18:00,-1.5
2005,1,4,19:00,-1.6
2005,1,4,20:00,-1.9
2005,1,4,21:00,-1.9
2005,1,4,22:00,-1.7
2005,1,4,23:00,-2.0
2005,1,5,0:00,-2.4
2021,12,27,20:00,-4.7
2021,12,27,21:00,-4.6
2021,12,27,22:00,-4.3
2021,12,27,23:00,-4.4
2021,12,28,0:00,-4.2
2021,12,28,1:00,-4.2
2021,12,28,2:00,-5.1
2021,12,28,3:00,-5.7
2021,12,28,4:00,-5.8
2021,12,28,5:00,-6.0
2021,12,28,6:00,-6.1
2021,12,28,7:00,-5.5
2021,12,28,8:00,-4.3
2021,12,28,9:00,-3.4
2021,12,28,10:00,-2.9
2021,12,28,11:00,-3.5
2021,12,28,12:00,-3.7
2021,12,28,13:00,-4.1
2021,12,28,14:00,-4.4
2021,12,28,15:00,-4.9
2021,12,28,16:00,-5.5
2021,12,28,17:00,-5.8
2021,12,28,18:00,-6.2
2021,12,28,19:00,-6.1
2021,12,28,20:00,-6.2
2021,12,28,21:00,-6.3
2021,12,28,22:00,-6.2
2021,12,28,23:00,-6.4
2021,12,29,0:00,-6.5
2021,12,29,1:00,-6.8
2021,12,29,2:00,-6.8
2021,12,29,3:00,-6.8
2021,12,29,4:00,-7.1
2021,12,29,5:00,-7.1
2021,12,29,6:00,-7.1
2021,12,29,7:00,-6.8
2021,12,29,8:00,-6.7
2021,12,29,9:00,-6.8
2021,12,29,10:00,-6.8
2021,12,29,11:00,-6.3
2021,12,29,12:00,-5.6
2021,12,29,13:00,-5.4
2021,12,29,14:00,-5.4
2021,12,29,15:00,-5.3
2021,12,29,16:00,-5.3
2021,12,29,17:00,-5.2
2021,12,29,18:00,-5.3
2021,12,29,19:00,-5.5
2021,12,29,20:00,-5.8
2021,12,29,21:00,-5.9
2021,12,29,22:00,-6.1
2021,12,29,23:00,-6.2
2021,12,30,0:00,-6.3
2021,12,30,1:00,-6.3
2021,12,30,2:00,-6.4
2021,12,30,3:00,-6.4
2021,12,30,4:00,-6.7
2021,12,30,5:00,-6.7
2021,12,30,6:00,-6.7
2021,12,30,7:00,-6.7
2021,12,30,8:00,-6.5
2021,12,30,9:00,-6.3
2021,12,30,10:00,-5.7
2021,12,30,11:00,-5.4
2021,12,30,12:00,-5.2
2021,12,30,13:00,-5.0
2021,12,30,14:00,-5.1
2021,12,30,15:00,-5.1
2021,12,30,16:00,-4.9
2021,12,30,17:00,-4.4
2021,12,30,18:00,-4.2
2021,12,30,19:00,-3.7
2021,12,30,20:00,-3.5
2021,12,30,21:00,-3.0
2021,12,30,22:00,-2.2
2021,12,30,23:00,-1.5
2021,12,31,0:00,-0.6
2021,12,31,1:00,0.4
2021,12,31,2:00,1.1
2021,12,31,3:00,1.5
2021,12,31,4:00,2.0
2021,12,31,5:00,2.0
2021,12,31,6:00,2.0
2021,12,31,7:00,1.2
2021,12,31,8:00,1.0
2021,12,31,9:00,0.5
2021,12,31,10:00,0.8
2021,12,31,11:00,1.1
2021,12,31,12:00,0.4
2021,12,31,13:00,0.0
2021,12,31,14:00,-1.1
2021,12,31,15:00,-1.0
2021,12,31,16:00,-1.6
2021,12,31,17:00,-2.3
2021,12,31,18:00,-2.3
2021,12,31,19:00,-1.8
2021,12,31,20:00,-1.6
2021,12,31,21:00,-1.5
2021,12,31,22:00,-1.5
2021,12,31,23:00,-1.2
